Node identifier 1,Bodysite 1,Clade 1,Node  identifier 2,Bodysite 2,Clade 2,Houston p-value Spearman,Houston p-value Pearson,Houston p-value Bray-Curtis,Houston p-value Kullback-Leibler,St.Louis p-value Spearman,St.Louis p-value Pearson,St.Louis p-value Bray-Curtis,St.Louis p-value Kullback-Leibler,Houston p-value GBLM,St.Louis p-value GBLM,Fisher-merge p-value,Houston GBLM beta,St.Louis GBLM beta,Houston Spearman interaction type,Houston Pearson interaction type,Houston Bray-Curtis interaction type,Houston Kullback-Leibler interaction type,St.Louis Spearman interaction type,St.Louis Pearson interaction type,St.Louis Bray-Curtis interaction type,St.Louis Kullback-Leibler interaction type,Simes-merge p-value,Fisher-merge FDR-corrected p-value,Simes-merge FDR-corrected p-value,Number of dataset- or method-specific networks supporting relationship,Direction,Relationship between the same clade in different bodysites,Relationship within the same bodysite,GBLM supports relationship,"Ensemble (Pearson, Spearman, KLD or BC) supports relationship"
Keratinized_gingiva|Firmicutes-unclassified,Keratinized-gingiva,Firmicutes-unclassified,Keratinized_gingiva|Bacteria-unclassified,Keratinized-gingiva,Bacteria-unclassified,None,None,None,None,None,None,None,None,"0,000231161","9,68E-10","6,74E-12","0,518213","0,045061",nan,nan,nan,nan,nan,nan,nan,nan,"9,68E-09","1,21E-09","1,27E-06",2,2,0,1,,0
Saliva|Lactobacillales-Streptococcaceae,Saliva,Lactobacillales-Streptococcaceae,Tongue_dorsum|Streptococcaceae-Streptococcus,Tongue-dorsum,Streptococcaceae-Streptococcus,None,"0,3336863183",None,None,None,None,None,None,"5,08E-19","1,86E-05","4,78E-21","0,181004","0,104402",nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"5,08E-18","2,72E-18","2,51E-15",3,1,,0,,1
Saliva|Lactobacillales-Streptococcaceae,Saliva,Lactobacillales-Streptococcaceae,Saliva|Bacteria-Bacteroidetes,Saliva,Bacteria-Bacteroidetes,None,"8,42E-06",None,None,None,None,None,None,"0,0337768",None,"4,57E-06","-0,553117",NA,nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"8,42E-05","0,0002735269","0,0048177612",2,-2,,1,,
Saliva|Lactobacillales-Streptococcaceae,Saliva,Lactobacillales-Streptococcaceae,Tongue_dorsum|Firmicutes-Bacilli,Tongue-dorsum,Firmicutes-Bacilli,None,None,None,None,None,None,None,None,"2,14E-22","0,00260041","3,16E-23","0,174217","0,0925671",nan,nan,nan,nan,nan,nan,nan,nan,"2,14E-21","2,36E-20","1,64E-18",2,2,,0,,0
Saliva|Lactobacillales-Streptococcaceae,Saliva,Lactobacillales-Streptococcaceae,Hard_palate|Bacteria-Bacteroidetes,Hard-palate,Bacteria-Bacteroidetes,None,"8,59E-09",None,None,None,None,None,None,"2,95E-12",None,"1,17E-18","-0,160309",NA,nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"2,95E-11","4,97E-16","6,06E-09",2,-2,,,,1
Saliva|Lactobacillales-Streptococcaceae,Saliva,Lactobacillales-Streptococcaceae,Tongue_dorsum|Lactobacillales-Streptococcaceae,Tongue-dorsum,Lactobacillales-Streptococcaceae,None,"0,3338942423",None,None,None,None,None,None,"1,66E-12","6,01E-05","2,52E-14","0,185257","0,104364",nan,mutualExclusion,nan,nan,nan,nan,nan,nan,"1,66E-11","6,17E-12","3,53E-09",3,1,1,,,
Vaginal_introitus|IncertaeSedisXI-Finegoldia,Vaginal-introitus,IncertaeSedisXI-Finegoldia,Vaginal_introitus|IncertaeSedisXI-Anaerococcus,Vaginal-introitus,IncertaeSedisXI-Anaerococcus,None,None,None,None,None,None,None,None,"5,75E-26","0,000501747","1,92E-27","0,0692306","0,620545",nan,nan,nan,nan,nan,nan,nan,nan,"5,75E-25","2,16E-24","5,89E-22",2,2,0,1,,0
Vaginal_introitus|IncertaeSedisXI-Finegoldia,Vaginal-introitus,IncertaeSedisXI-Finegoldia,Vaginal_introitus|IncertaeSedisXI-Peptoniphilus,Vaginal-introitus,IncertaeSedisXI-Peptoniphilus,None,None,None,None,None,None,None,None,"0,0154819","1,57E-07","5,07E-08","0,370806","0,216851",nan,nan,nan,nan,nan,nan,nan,nan,"1,57E-06","4,65E-06","0,0001353585",2,2,,,,
Keratinized_gingiva|Veillonellaceae-unclassified,Keratinized-gingiva,Veillonellaceae-unclassified,Keratinized_gingiva|Veillonellaceae-Selenomonas,Keratinized-gingiva,Veillonellaceae-Selenomonas,None,None,None,None,None,"0,0077934743",None,None,"2,09E-05","0,020426","7,02E-07","0,256052","0,382591",nan,nan,nan,nan,nan,copresence,nan,nan,"0,000208859","5,11E-05","0,0105431818",3,3,,,,1
Saliva|Bacteroidia-Bacteroidales,Saliva,Bacteroidia-Bacteroidales,Subgingival_plaque|Neisseriaceae-unclassified,Subgingival-plaque,Neisseriaceae-unclassified,None,None,None,None,None,None,None,None,"0,0132204","5,36E-05","1,07E-05","-0,100984","-0,131855",nan,nan,nan,nan,nan,nan,nan,nan,"0,000535857","0,0005806612","0,0236156853",2,-2,,0,,0
Hard_palate|Fusobacteriaceae-Fusobacterium,Hard-palate,Fusobacteriaceae-Fusobacterium,Tongue_dorsum|Bacteria-Firmicutes,Tongue-dorsum,Bacteria-Firmicutes,"2,82E-06","2,33E-11",None,None,"0,001387451","2,01E-09",None,None,None,"8,80E-05","2,04E-26",NA,"-0,119167",mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,mutualExclusion,nan,nan,"2,33E-10","1,99E-23","4,13E-08",5,-5,,,,1
Hard_palate|Fusobacteriaceae-Fusobacterium,Hard-palate,Fusobacteriaceae-Fusobacterium,Hard_palate|Lactobacillales-Streptococcaceae,Hard-palate,Lactobacillales-Streptococcaceae,"0,0008047992","1,97E-05",None,None,"0,014342031",None,None,None,None,None,"6,14E-08",NA,NA,mutualExclusion,mutualExclusion,nan,nan,mutualExclusion,nan,nan,nan,"0,0001972034","5,54E-06","0,0100372146",3,-3,,1,0,
